Vftable	Methods	Flags	Type	Hierarchy
01420A7F80	4		std::_Ref_count_resource_alloc<XblSocialManagerUserGroup * __ptr64,xbox::services::Deleter<XblSocialManagerUserGroup>,xbox::services::Allocator<XblSocialManagerUserGroup> >	std::_Ref_count_resource_alloc<XblSocialManagerUserGroup * __ptr64,xbox::services::Deleter<XblSocialManagerUserGroup>,xbox::services::Allocator<XblSocialManagerUserGroup> >: std::_Ref_count_base;
01420A85A0	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_c6ee7d5b9d42ed46acad3c312369f9e5> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_c6ee7d5b9d42ed46acad3c312369f9e5> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A86C0	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_619835265bee291795c78832ebfdcaf9> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_619835265bee291795c78832ebfdcaf9> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A86E0	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_34295754e078ec48c3e410d140060d52> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_34295754e078ec48c3e410d140060d52> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A8700	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_89dc47970359423683ec31cc1c21269d> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_89dc47970359423683ec31cc1c21269d> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A8740	3		xbox::services::Function<void __cdecl(xbox::services::WebsocketResult)>::Callable<<lambda_55d9ab08e6d1e2cf22ded32db5a81497> >	struct xbox::services::Function<void __cdecl(xbox::services::WebsocketResult)>::Callable<<lambda_55d9ab08e6d1e2cf22ded32db5a81497> >: struct xbox::services::Function<void __cdecl(xbox::services::WebsocketResult)>::ICallable;
01420A8780	3		xbox::services::Function<void __cdecl(HCWebSocketCloseStatus)>::Callable<<lambda_14e27ff2a1e9a8eadf59710ea5831433> >	struct xbox::services::Function<void __cdecl(HCWebSocketCloseStatus)>::Callable<<lambda_14e27ff2a1e9a8eadf59710ea5831433> >: struct xbox::services::Function<void __cdecl(HCWebSocketCloseStatus)>::ICallable;
01420A87C0	3		xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> >)>::Callable<<lambda_a94a81579bc153568a31da7d0efcf39e> >	struct xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> >)>::Callable<<lambda_a94a81579bc153568a31da7d0efcf39e> >: struct xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> >)>::ICallable;
01420A87E0	3		xbox::services::Function<void __cdecl(xbox::services::WebsocketResult)>::Callable<<lambda_ba1662735c54276d1448473f7475c4c6> >	struct xbox::services::Function<void __cdecl(xbox::services::WebsocketResult)>::Callable<<lambda_ba1662735c54276d1448473f7475c4c6> >: struct xbox::services::Function<void __cdecl(xbox::services::WebsocketResult)>::ICallable;
01420A8800	3		xbox::services::Function<void __cdecl(HCWebSocketCloseStatus)>::Callable<<lambda_dd246bc8ecfa4bfd5ab7c1bbc676ded0> >	struct xbox::services::Function<void __cdecl(HCWebSocketCloseStatus)>::Callable<<lambda_dd246bc8ecfa4bfd5ab7c1bbc676ded0> >: struct xbox::services::Function<void __cdecl(HCWebSocketCloseStatus)>::ICallable;
01420A8820	3		xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> >)>::Callable<<lambda_7c9902fbe7174019feeb2ccdf36b7974> >	struct xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> >)>::Callable<<lambda_7c9902fbe7174019feeb2ccdf36b7974> >: struct xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> >)>::ICallable;
01420A8840	4		std::_Ref_count_resource_alloc<xbox::services::real_time_activity::Connection * __ptr64,xbox::services::Deleter<xbox::services::real_time_activity::Connection>,xbox::services::Allocator<xbox::services::real_time_activity::Connection> >	std::_Ref_count_resource_alloc<xbox::services::real_time_activity::Connection * __ptr64,xbox::services::Deleter<xbox::services::real_time_activity::Connection>,xbox::services::Allocator<xbox::services::real_time_activity::Connection> >: std::_Ref_count_base;
01420A8868	4	M	std::_Ref_count_obj_alloc3<xbox::services::real_time_activity::ServiceSubscription,xbox::services::Allocator<xbox::services::real_time_activity::ServiceSubscription> >	std::_Ref_count_obj_alloc3<xbox::services::real_time_activity::ServiceSubscription,xbox::services::Allocator<xbox::services::real_time_activity::ServiceSubscription> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::real_time_activity::ServiceSubscription>,1>, struct xbox::services::Allocator<xbox::services::real_time_activity::ServiceSubscription>, std::_Ref_count_base;
01420A88F8	3		xbox::services::achievements::AchievementProgressChangeSubscription	xbox::services::achievements::AchievementProgressChangeSubscription: xbox::services::real_time_activity::Subscription;
01420A8AB8	2	M	XblAchievementsResult	struct XblAchievementsResult: struct xbox::services::RefCounter, std::enable_shared_from_this<XblAchievementsResult>;
01420A8AE0	4	M	std::_Ref_count_obj_alloc3<XblAchievementsResult,xbox::services::Allocator<XblAchievementsResult> >	std::_Ref_count_obj_alloc3<XblAchievementsResult,xbox::services::Allocator<XblAchievementsResult> >: std::_Ebco_base<xbox::services::Allocator<XblAchievementsResult>,1>, struct xbox::services::Allocator<XblAchievementsResult>, std::_Ref_count_base;
01420A8B10	2	M	XblMultiplayerSession	struct XblMultiplayerSession: struct xbox::services::RefCounter, std::enable_shared_from_this<XblMultiplayerSession>;
01420A9090	4	M	std::_Ref_count_obj_alloc3<XblMultiplayerMatchmakingServer,xbox::services::Allocator<XblMultiplayerMatchmakingServer> >	std::_Ref_count_obj_alloc3<XblMultiplayerMatchmakingServer,xbox::services::Allocator<XblMultiplayerMatchmakingServer> >: std::_Ebco_base<xbox::services::Allocator<XblMultiplayerMatchmakingServer>,1>, struct xbox::services::Allocator<XblMultiplayerMatchmakingServer>, std::_Ref_count_base;
01420A94F0	3		xbox::services::multiplayer::MultiplayerSubscription	xbox::services::multiplayer::MultiplayerSubscription: xbox::services::real_time_activity::Subscription;
01420A9618	2	M	XblMultiplayerSearchHandleDetails	struct XblMultiplayerSearchHandleDetails: struct xbox::services::RefCounter, std::enable_shared_from_this<XblMultiplayerSearchHandleDetails>;
01420A9660	4	M	std::_Ref_count_obj_alloc3<XblMultiplayerSearchHandleDetails,xbox::services::Allocator<XblMultiplayerSearchHandleDetails> >	std::_Ref_count_obj_alloc3<XblMultiplayerSearchHandleDetails,xbox::services::Allocator<XblMultiplayerSearchHandleDetails> >: std::_Ebco_base<xbox::services::Allocator<XblMultiplayerSearchHandleDetails>,1>, struct xbox::services::Allocator<XblMultiplayerSearchHandleDetails>, std::_Ref_count_base;
01420A9F60	3	M	xbox::services::user_statistics::StatisticChangeSubscription	xbox::services::user_statistics::StatisticChangeSubscription: xbox::services::real_time_activity::Subscription, std::enable_shared_from_this<xbox::services::user_statistics::StatisticChangeSubscription>;
01420AA1F0	3	M	xbox::services::presence::TitlePresenceChangeSubscription	xbox::services::presence::TitlePresenceChangeSubscription: xbox::services::real_time_activity::Subscription, std::enable_shared_from_this<xbox::services::presence::TitlePresenceChangeSubscription>;
01420AA3A8	3	M	xbox::services::presence::DevicePresenceChangeSubscription	xbox::services::presence::DevicePresenceChangeSubscription: xbox::services::real_time_activity::Subscription, std::enable_shared_from_this<xbox::services::presence::DevicePresenceChangeSubscription>;
01420AA428	2	M	XblPresenceRecord	struct XblPresenceRecord: struct xbox::services::RefCounter, std::enable_shared_from_this<XblPresenceRecord>;
01420AA458	4	M	std::_Ref_count_obj_alloc3<XblPresenceRecord,xbox::services::Allocator<XblPresenceRecord> >	std::_Ref_count_obj_alloc3<XblPresenceRecord,xbox::services::Allocator<XblPresenceRecord> >: std::_Ebco_base<xbox::services::Allocator<XblPresenceRecord>,1>, struct xbox::services::Allocator<XblPresenceRecord>, std::_Ref_count_base;
01420AA488	2	M	XblTitleStorageBlobMetadataResult	struct XblTitleStorageBlobMetadataResult: struct xbox::services::RefCounter, std::enable_shared_from_this<XblTitleStorageBlobMetadataResult>;
01420AA4C8	4	M	std::_Ref_count_obj_alloc3<XblTitleStorageBlobMetadataResult,xbox::services::Allocator<XblTitleStorageBlobMetadataResult> >	std::_Ref_count_obj_alloc3<XblTitleStorageBlobMetadataResult,xbox::services::Allocator<XblTitleStorageBlobMetadataResult> >: std::_Ebco_base<xbox::services::Allocator<XblTitleStorageBlobMetadataResult>,1>, struct xbox::services::Allocator<XblTitleStorageBlobMetadataResult>, std::_Ref_count_base;
01420AA538	2	M	XblSocialRelationshipResult	struct XblSocialRelationshipResult: struct xbox::services::RefCounter, std::enable_shared_from_this<XblSocialRelationshipResult>;
01420AA588	4	M	std::_Ref_count_obj_alloc3<XblSocialRelationshipResult,xbox::services::Allocator<XblSocialRelationshipResult> >	std::_Ref_count_obj_alloc3<XblSocialRelationshipResult,xbox::services::Allocator<XblSocialRelationshipResult> >: std::_Ebco_base<xbox::services::Allocator<XblSocialRelationshipResult>,1>, struct xbox::services::Allocator<XblSocialRelationshipResult>, std::_Ref_count_base;
01420AA5F0	3		xbox::services::social::SocialRelationshipChangeSubscription	xbox::services::social::SocialRelationshipChangeSubscription: xbox::services::real_time_activity::Subscription;
01420AAA58	4	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerMember,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerMember> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerMember,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerMember> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerMember>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerMember>, std::_Ref_count_base;
01420AAB48	3		xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession>)>::Callable<xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)> >	struct xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession>)>::Callable<xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)> >: struct xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession>)>::ICallable;
01420AAB68	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_27ca193291f00100ab9b9726b57471aa> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_27ca193291f00100ab9b9726b57471aa> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420AAB88	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_b016572a73ab3feeeb5dcecc63ac6018> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_b016572a73ab3feeeb5dcecc63ac6018> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420AABA8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_d02e3d54576824ba8cfd7d553606ed1a> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_d02e3d54576824ba8cfd7d553606ed1a> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420AABC8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_5298350e40e2b75773856d70a4a8dd56> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_5298350e40e2b75773856d70a4a8dd56> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420AABE8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_e74a92bc6d294ba2df5a9baa90b447b2> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_e74a92bc6d294ba2df5a9baa90b447b2> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420AAC08	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_9f7dd9dc92fb38b20cf1a14cccc63be4> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_9f7dd9dc92fb38b20cf1a14cccc63be4> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420AAC28	4	M	std::_Ref_count_obj_alloc3<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerSessionWriter::LeaveRemoteSession(std::shared_ptr<XblMultiplayerSession>,xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>) __ptr64'::`2'::LeaveSessionOperation,xbox::services::Allocator<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerSessionWriter::LeaveRemoteSession(std::shared_ptr<XblMultiplayerSession>,xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>) __ptr64'::`2'::LeaveSessionOperation> >	 ?? :: ?? : std::_Ebco_base<xbox::services::Allocator<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerSessionWriter::LeaveRemoteSession(std::shared_ptr<XblMultiplayerSession>,xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>) __ptr64'::`2'::LeaveSessionOperation>,1>, struct xbox::services::Allocator<`pu
01420AAE18	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_47f6c4e26b3716b9c0ef47eaa08629f1> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_47f6c4e26b3716b9c0ef47eaa08629f1> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420AAE38	3		xbox::services::Function<void __cdecl(XblMultiplayerSessionChangeEventArgs const & __ptr64)>::Callable<<lambda_0e67c2d5fa6de7696f95807a272b0cff> >	struct xbox::services::Function<void __cdecl(XblMultiplayerSessionChangeEventArgs const & __ptr64)>::Callable<<lambda_0e67c2d5fa6de7696f95807a272b0cff> >: struct xbox::services::Function<void __cdecl(XblMultiplayerSessionChangeEventArgs const & __ptr64)>::ICallable;
01420AAE58	3		xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > const & __ptr64)>::Callable<<lambda_13dbaca3608a3dd4fca917de35e54dc7> >	struct xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > const & __ptr64)>::Callable<<lambda_13dbaca3608a3dd4fca917de35e54dc7> >: struct xbox::services::Function<void __cdecl(std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > const & __ptr64)>::ICallable;
01420AAE78	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_6fbe8d329ae8d39d9346427683586d66> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_6fbe8d329ae8d39d9346427683586d66> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420AAE98	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_9cb77654f7ffcad1d21f40d7e2d9d9bc> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_9cb77654f7ffcad1d21f40d7e2d9d9bc> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420AAEB8	4	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerLocalUser,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLocalUser> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerLocalUser,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLocalUser> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLocalUser>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLocalUser>, std::_Ref_count_base;
